epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,18159.9,1.30819,0.84532,1.29667,0.89545,0.85955,0.89552,0.56382,1.22069,0.63497,1.27601,0.00604,0.00604,0.00604
122,18310.6,1.3026,0.84257,1.28769,0.89621,0.85871,0.89588,0.56469,1.2217,0.63434,1.2759,0.006007,0.006007,0.006007
123,18460.9,1.30741,0.84488,1.29603,0.901,0.85702,0.89597,0.56401,1.22185,0.63364,1.27534,0.005974,0.005974,0.005974
124,18612.2,1.29997,0.84527,1.28537,0.89466,0.85958,0.89677,0.5658,1.22037,0.63203,1.27407,0.005941,0.005941,0.005941
125,18762.7,1.30369,0.83265,1.2842,0.90352,0.85554,0.8972,0.56552,1.22009,0.63209,1.27298,0.005908,0.005908,0.005908
126,18913.4,1.29768,0.83518,1.2838,0.90203,0.85871,0.89791,0.5662,1.21962,0.63125,1.27186,0.005875,0.005875,0.005875
127,19064,1.30591,0.83476,1.28469,0.90415,0.85658,0.89897,0.56601,1.2182,0.6302,1.27068,0.005842,0.005842,0.005842
128,19213.9,1.29287,0.83237,1.28125,0.89596,0.86164,0.89899,0.5661,1.21861,0.62986,1.27086,0.005809,0.005809,0.005809
129,19364.2,1.30275,0.84404,1.2846,0.8945,0.86299,0.89809,0.56662,1.21781,0.62903,1.26986,0.005776,0.005776,0.005776
130,19515.1,1.3089,0.83742,1.28185,0.89254,0.86532,0.89791,0.56698,1.21742,0.62807,1.2699,0.005743,0.005743,0.005743
131,19664,1.3075,0.83042,1.28146,0.89459,0.86464,0.898,0.56709,1.21765,0.62782,1.26976,0.00571,0.00571,0.00571
132,19814.5,1.3003,0.83016,1.27949,0.8952,0.86379,0.89847,0.56783,1.21688,0.62742,1.26871,0.005677,0.005677,0.005677
